Times (us),interval (us),strain (raw),sensorValue0 (raw)
13551272,12500,2754541,525
13563776,12504,2754546,525
13576276,12500,2754658,525
13588776,12500,2754817,525
13601276,12500,2754585,525
13613780,12504,2754248,525
13626280,12500,2754223,525
13638784,12504,2754260,525
13651284,12500,2754380,525
13663784,12500,2754669,525
13676288,12504,2754797,525
13688788,12500,2754762,525
13701288,12500,2754626,525
13713788,12500,2754275,525
13726292,12504,2754060,525
13738792,12500,2754160,525
13751300,12508,2754524,525
13763800,12500,2754896,525
13776304,12504,2754643,525
13788804,12500,2754382,525
13801304,12500,2754082,525
13813804,12500,2753830,525
13826304,12500,2753845,525
13838804,12500,2754091,525
13851304,12500,2754293,525
13863804,12500,2754439,525
13876308,12504,2754493,525
13888812,12504,2753872,525
13901316,12504,2753677,525
13913816,12500,2753784,525
13926316,12500,2754010,525
13938820,12504,2754462,525
13951320,12500,2754638,525
13963820,12500,2754619,525
13976320,12500,2754137,525
13988824,12504,2753591,525
14001324,12500,2753602,525
14013828,12504,2753919,525
14026328,12500,2754165,525
14038832,12504,2754242,525
14051336,12504,2754114,525
14063840,12504,2753638,525
14076340,12500,2753459,525
14088844,12504,2753662,525
14101344,12500,2753904,525
14113844,12500,2754132,525
14126344,12500,2753942,525
14138848,12504,2753770,525
14151348,12500,2753765,525
14163852,12504,2753815,525
14176352,12500,2753918,525
14188852,12500,2753967,525
14201356,12504,2753932,525
14213856,12500,2753817,525
14226356,12500,2753383,525
14238860,12504,2753568,525
14251360,12500,2753885,525
14263860,12500,2753876,525
14276364,12504,2753870,525
14288864,12500,2753834,525
14301364,12500,2753691,525
14313864,12500,2753619,525
14326364,12500,2753518,525
14338864,12500,2753609,525
14351368,12504,2753555,525
14363872,12504,2753633,525
14376372,12500,2753716,525
14388872,12500,2753773,525
14401372,12500,2753406,525
14413872,12500,2753191,525
14426376,12504,2753309,525
14438876,12500,2753378,525
14451376,12500,2753700,525
14463876,12500,2753532,525
14476376,12500,2753406,525
14488876,12500,2753384,525
14501380,12504,2753318,525
14513884,12504,2753120,525
14526384,12500,2753055,525
14538884,12500,2753079,525
14551384,12500,2753620,525
14563884,12500,2753354,525
14576384,12500,2753163,525
14588884,12500,2752994,525
14601384,12500,2752926,525
14613884,12500,2752899,525
14626388,12504,2753094,525
14638888,12500,2753423,525
14651388,12500,2753404,525
14663888,12500,2752807,525
14676388,12500,2752530,525
14688888,12500,2752508,525
14701388,12500,2752805,525
14713892,12504,2753071,525
14726392,12500,2753090,525
14738892,12500,2753254,525
14751392,12500,2752969,525
14763892,12500,2752813,525
14776392,12500,2752309,525
14788896,12504,2752567,525
14801396,12500,2753029,525
14813900,12504,2753336,525
14826400,12500,2753309,525
14838904,12504,2752946,525
14851404,12500,2752390,525
14863904,12500,2752169,525
14876404,12500,2752194,525
14888904,12500,2752726,525
14901404,12500,2753042,525
14913904,12500,2753052,525
14926404,12500,2752722,525
14938904,12500,2752462,525
14951408,12504,2752276,525
14963908,12500,2752314,525
14976412,12504,2752405,525
14988916,12504,2752627,525
15001416,12500,2752608,525
15013916,12500,2752545,525
15026416,12500,2752314,525
15038916,12500,2752284,525
15051416,12500,2752375,525
15063920,12504,2752452,525
15076420,12500,2752569,525
15088920,12500,2752548,525
15101424,12504,2752355,525
15113924,12500,2752317,525
15126424,12500,2752302,525
15138924,12500,2752480,525
15151424,12500,2752353,525
15163928,12504,2752133,525
15176428,12500,2752343,525
15188928,12500,2752438,525
15201428,12500,2752100,525
15213928,12500,2752215,525
15226428,12500,2752272,525
15238928,12500,2752310,525
15251428,12500,2752186,525
15263928,12500,2752243,525
15276428,12500,2752206,525
15288932,12504,2752194,525
15301432,12500,2752160,525
15313932,12500,2752206,525
15326432,12500,2752155,525
15338936,12504,2752193,525
15351436,12500,2752339,525
15363936,12500,2752384,525
15376440,12504,2752377,525
15388940,12500,2752036,525
15401444,12504,2751518,525
15413944,12500,2751636,525
15426444,12500,2751994,525
15438944,12500,2752386,525
15451444,12500,2752972,525
15463948,12504,2752403,525
15476448,12500,2751534,525
15488948,12500,2750996,525
15501448,12500,2750961,525
15513952,12504,2751454,525
15526452,12500,2752277,525
15538956,12504,2752909,525
15551456,12500,2752771,525
15563960,12504,2751350,525
15576460,12500,2750784,525
15588960,12500,2750946,525
15601464,12504,2751702,525
15613964,12500,2752537,525
15626464,12500,2752921,525
15638964,12500,2752830,525
15651468,12504,2752041,525
15663968,12500,2751124,525
15676472,12504,2750757,525
15688972,12500,2751557,525
