Times (us),interval (us),strain (raw),sensorValue0 (raw)
13562664,12500,2725996,509
13575164,12500,2726825,509
13587664,12500,2727115,510
13600168,12504,2727183,509
13612672,12504,2727175,509
13625172,12500,2727239,509
13637672,12500,2725609,509
13650176,12504,2722426,509
13662680,12504,2711945,509
13675180,12500,2712890,509
13687680,12500,2718439,509
13700180,12500,2717797,509
13712680,12500,2715495,510
13725180,12500,2710362,509
13737684,12504,2712119,509
13750188,12504,2726324,510
13762688,12500,2728475,511
13775192,12504,2725093,510
13787692,12500,2724459,510
13800196,12504,2724794,510
13812696,12500,2725495,509
13825200,12504,2725462,511
13837704,12504,2725584,509
13850204,12500,2725718,509
13862708,12504,2725819,511
13875212,12504,2726037,510
13887712,12500,2725285,510
13900212,12500,2724206,511
13912712,12500,2723688,510
13925212,12500,2723428,511
13937712,12500,2723076,510
13950216,12504,2723071,511
13962720,12504,2724157,510
13975220,12500,2723479,510
13987724,12504,2721423,510
14000228,12504,2719938,511
14012728,12500,2717780,510
14025228,12500,2717413,511
14037732,12504,2715851,511
14050232,12500,2712564,512
14062732,12500,2704918,512
14075232,12500,2693591,512
14087732,12500,2685945,512
14100236,12504,2692112,511
14112736,12500,2672443,512
14125236,12500,2669598,512
14137740,12504,2669026,512
14150244,12504,2666712,512
14162744,12500,2671356,512
14175244,12500,2687059,512
14187744,12500,2690468,512
14200248,12504,2690779,512
14212748,12500,2692670,513
14225252,12504,2692204,513
14237752,12500,2691746,512
14250256,12504,2683145,512
14262760,12504,2658656,511
14275264,12504,2667517,511
14287764,12500,2715509,511
14300264,12500,2737455,511
14312764,12500,2737582,511
14325264,12500,2730742,512
14337764,12500,2730329,512
14350264,12500,2729462,511
14362764,12500,2728183,512
14375264,12500,2727193,511
14387768,12504,2724267,512
14400268,12500,2719845,511
14412768,12500,2716656,512
14425272,12504,2706769,512
14437772,12500,2662024,511
14450272,12500,2662414,512
14462776,12504,2707577,511
14475276,12500,2721082,513
14487780,12504,2724458,513
14500280,12500,2726191,513
14512780,12500,2722216,513
14525280,12500,2708335,513
14537780,12500,2692416,513
14550284,12504,2692674,513
14562784,12500,2681544,513
14575284,12500,2669199,513
14587784,12500,2664136,512
14600284,12500,2654847,512
14612784,12500,2668886,511
14625284,12500,2683144,511
14637784,12500,2657253,512
14650284,12500,2637092,512
14662784,12500,2631772,512
14675288,12504,2656155,512
14687788,12500,2690112,512
14700292,12504,2689107,512
14712796,12504,2682011,512
14725300,12504,2689400,512
14737804,12504,2696905,513
14750308,12504,2698662,512
14762808,12500,2699574,513
14775308,12500,2700350,512
14787808,12500,2698999,512
14800308,12500,2697447,512
14812808,12500,2696983,512
14825308,12500,2696310,513
14837812,12504,2694137,513
14850316,12504,2693413,512
14862820,12504,2693770,513
14875320,12500,2694550,513
14887820,12500,2698694,512
14900324,12504,2701216,512
14912824,12500,2702076,512
14925324,12500,2704116,512
14937824,12500,2706912,512
14950328,12504,2708620,512
14962828,12500,2713076,512
14975332,12504,2714742,513
14987836,12504,2714471,513
15000340,12504,2714335,513
15012840,12500,2714553,513
15025340,12500,2716497,513
15037844,12504,2720565,512
15050344,12500,2721969,512
15062848,12504,2721967,512
15075348,12500,2722104,513
15087848,12500,2722015,512
15100348,12500,2722499,512
15112848,12500,2737066,512
15125348,12500,2743994,512
15137848,12500,2744941,513
15150348,12500,2745116,514
15162848,12500,2745015,514
15175348,12500,2744859,514
15187848,12500,2745112,512
15200348,12500,2745620,511
15212848,12500,2746147,512
15225348,12500,2745852,512
15237848,12500,2745590,512
15250348,12500,2745517,512
15262848,12500,2745547,512
15275348,12500,2745602,512
15287848,12500,2745722,512
15300348,12500,2745826,512
15312852,12504,2745452,511
15325356,12504,2745099,511
15337856,12500,2745139,511
15350356,12500,2745346,511
15362856,12500,2745461,511
15375364,12508,2745432,512
15387868,12504,2745359,512
15400372,12504,2745189,511
15412872,12500,2745055,512
15425372,12500,2744907,511
15437872,12500,2744761,511
15450372,12500,2744323,511
15462876,12504,2744248,513
15475380,12504,2743947,513
15487880,12500,2743795,512
15500384,12504,2743973,512
15512884,12500,2744204,512
15525384,12500,2744041,512
15537884,12500,2743889,512
15550388,12504,2743989,512
15562888,12500,2744903,512
15575392,12504,2744868,512
15587896,12504,2744494,511
15600396,12500,2744042,512
15612896,12500,2743787,512
15625396,12500,2743570,511
15637896,12500,2743846,511
15650400,12504,2744317,511
15662904,12504,2744439,511
15675408,12504,2743738,512
15687908,12500,2743218,511
15700408,12500,2743203,511
