Times (us),interval (us),strain (raw),sensorValue0 (raw)
13552628,12500,2743874,518
13565132,12504,2743742,518
13577636,12504,2743905,518
13590140,12504,2744047,518
13602640,12500,2744056,518
13615140,12500,2743944,517
13627640,12500,2743896,518
13640144,12504,2743920,518
13652644,12500,2743992,518
13665144,12500,2744034,518
13677648,12504,2743918,517
13690148,12500,2743613,517
13702648,12500,2743739,517
13715148,12500,2744091,517
13727648,12500,2744292,517
13740148,12500,2744124,517
13752648,12500,2743511,518
13765148,12500,2743627,517
13777652,12504,2744188,518
13790156,12504,2744417,517
13802660,12504,2744167,517
13815160,12500,2743765,517
13827664,12504,2743560,517
13840164,12500,2743766,517
13852664,12500,2743977,517
13865164,12500,2743950,517
13877664,12500,2743684,517
13890164,12500,2743828,517
13902664,12500,2744092,517
13915168,12504,2743983,517
13927668,12500,2743598,517
13940168,12500,2743126,517
13952668,12500,2743367,517
13965168,12500,2744039,517
13977668,12500,2744090,517
13990168,12500,2743387,517
14002672,12504,2743417,517
14015172,12500,2743502,517
14027672,12500,2743562,517
14040176,12504,2743643,517
14052680,12504,2743764,517
14065184,12504,2743585,517
14077688,12504,2743299,517
14090188,12500,2743348,517
14102692,12504,2743697,517
14115192,12500,2743591,517
14127692,12500,2743281,517
14140192,12500,2743520,517
14152696,12504,2744026,517
14165200,12504,2743947,517
14177700,12500,2743576,517
14190200,12500,2743328,516
14202700,12500,2743222,517
14215200,12500,2743455,517
14227704,12504,2743639,517
14240204,12500,2743641,517
14252704,12500,2743448,517
14265204,12500,2743192,517
14277708,12504,2743212,517
14290208,12500,2743599,517
14302708,12500,2743695,517
14315208,12500,2743427,517
14327708,12500,2743593,517
14340208,12500,2743773,517
14352708,12500,2743663,517
14365208,12500,2743543,517
14377708,12500,2743280,517
14390208,12500,2743249,517
14402708,12500,2743379,517
14415208,12500,2743504,517
14427712,12504,2743700,517
14440212,12500,2743390,516
14452716,12504,2743066,516
14465216,12500,2743155,516
14477720,12504,2743389,516
14490220,12500,2743629,516
14502720,12500,2743568,516
14515220,12500,2743277,516
14527720,12500,2743036,516
14540220,12500,2743082,516
14552720,12500,2743578,516
14565220,12500,2743596,516
14577720,12500,2743343,516
14590220,12500,2743136,515
14602724,12504,2743212,516
14615228,12504,2743256,516
14627728,12500,2743543,516
14640228,12500,2743686,516
14652728,12500,2743363,516
14665232,12504,2742886,516
14677732,12500,2743332,516
14690232,12500,2743619,515
14702736,12504,2743553,516
14715236,12500,2743164,515
14727740,12504,2742946,514
14740240,12500,2742983,514
14752740,12500,2743216,514
14765244,12504,2743324,515
14777748,12504,2743087,514
14790248,12500,2743045,514
14802748,12500,2743052,511
14815248,12500,2743180,492
14827748,12500,2743387,489
14840248,12500,2743749,501
14852748,12500,2743928,503
14865252,12504,2743600,507
14877756,12504,2743479,505
14890256,12500,2746067,507
14902760,12504,2748699,507
14915264,12504,2749305,507
14927764,12500,2749512,506
14940268,12504,2749738,504
14952772,12504,2749872,508
14965272,12500,2749869,507
14977776,12504,2749721,504
14990276,12500,2749380,507
15002776,12500,2749543,507
15015276,12500,2749718,509
15027776,12500,2749724,510
15040276,12500,2749188,510
15052776,12500,2749116,510
15065280,12504,2749190,510
15077784,12504,2749390,510
15090288,12504,2749696,510
15102788,12500,2749558,509
15115288,12500,2748756,505
15127788,12500,2748939,507
15140288,12500,2749333,505
15152792,12504,2749578,508
15165292,12500,2749438,507
15177792,12500,2749185,506
15190292,12500,2748821,508
15202792,12500,2748884,510
15215292,12500,2749127,512
15227792,12500,2749316,512
15240296,12504,2749006,512
15252796,12500,2748779,512
15265296,12500,2748705,512
15277796,12500,2748924,512
15290300,12504,2749137,512
15302800,12500,2749034,512
15315300,12500,2748703,512
15327800,12500,2748828,512
15340300,12500,2748760,513
15352800,12500,2748671,513
15365300,12500,2748575,513
15377804,12504,2748384,513
15390308,12504,2748405,513
15402808,12500,2748425,513
15415308,12500,2747769,513
15427812,12504,2745445,513
15440316,12504,2743957,513
15452816,12500,2743850,514
15465316,12500,2743978,514
15477816,12500,2744195,514
15490316,12500,2744270,514
15502816,12500,2744096,514
15515316,12500,2743714,514
15527820,12504,2743820,514
15540320,12500,2744035,514
15552820,12500,2744308,515
15565320,12500,2743628,515
15577820,12500,2743279,514
15590324,12504,2743348,515
15602824,12500,2743925,514
15615324,12500,2744061,514
15627824,12500,2743619,514
15640324,12500,2743393,514
15652824,12500,2743493,514
15665328,12504,2743664,514
15677828,12500,2744014,514
15690328,12500,2743668,514
