Time (ms), Temperature (C), Shunt Voltage, Bus Voltage (V), Current (mA), Power (mW), Load Voltage (V)
638500,32.31,-0.01,3.99,0.00,0.00,3.99
639000,32.31,-0.01,3.98,-0.10,0.00,3.98
639500,32.31,0.00,3.99,-0.20,0.00,3.99
640000,32.31,-0.01,3.99,0.00,0.00,3.99
640500,32.31,0.01,3.98,-0.10,0.00,3.98
641000,32.31,-0.01,3.98,-0.30,0.00,3.98
641500,32.31,-0.01,3.98,-0.10,0.00,3.98
642000,32.31,-0.02,3.98,-0.10,0.00,3.98
642500,32.31,-0.02,3.98,-0.20,0.00,3.98
643000,32.31,0.00,3.99,-0.20,0.00,3.99
643500,32.38,-0.03,3.98,-0.20,0.00,3.98
644000,32.38,-0.02,3.98,0.00,0.00,3.98
644500,32.38,0.00,3.98,-0.20,0.00,3.98
645000,32.31,-0.01,3.99,0.10,0.00,3.99
645500,32.31,-0.01,3.98,0.00,0.00,3.98
646000,32.31,0.00,3.98,-0.20,0.00,3.98
646500,32.25,0.00,3.99,-0.20,0.00,3.99
647000,32.25,-0.02,3.98,-0.30,0.00,3.98
647500,32.25,0.00,3.98,0.10,0.00,3.98
648000,32.25,-0.02,3.98,-0.10,0.00,3.98
648500,32.25,0.00,3.98,-0.20,0.00,3.98
649000,32.31,0.00,3.98,-0.10,0.00,3.98
649500,32.25,-0.03,3.99,-0.30,0.00,3.99
650000,32.25,-0.01,3.98,-0.10,0.00,3.98
650500,32.25,-0.03,3.99,-0.10,0.00,3.99
651000,32.19,-0.01,3.98,-0.20,0.00,3.98
651500,32.25,-0.01,3.99,-0.10,0.00,3.99
652000,32.19,0.02,3.98,-0.20,0.00,3.98
652500,32.19,-0.01,3.98,-0.20,0.00,3.98
653000,32.19,-0.02,3.98,-0.30,0.00,3.98
653500,32.19,-0.01,3.98,-0.20,0.00,3.98
654000,32.19,0.00,3.98,0.00,0.00,3.98
654500,32.19,0.00,3.99,-0.10,0.00,3.99
655000,32.19,-0.01,3.98,-0.10,0.00,3.98
655500,32.19,0.00,3.98,0.00,0.00,3.98
656000,32.19,-0.02,3.98,-0.10,0.00,3.98
656500,32.19,-0.02,3.98,0.00,0.00,3.98
657000,32.19,-0.01,3.98,-0.20,0.00,3.98
657500,32.19,0.02,3.98,-0.30,0.00,3.98
658000,32.19,-0.01,3.99,0.00,0.00,3.99
658500,32.19,-0.01,3.98,-0.10,0.00,3.98
659000,32.19,-0.01,3.98,-0.20,0.00,3.98
659500,32.19,-0.01,3.98,0.00,0.00,3.98
660000,32.19,-0.01,3.98,-0.20,0.00,3.98
660500,32.19,-0.01,3.98,0.00,0.00,3.98
661000,32.19,-0.01,3.98,-0.10,0.00,3.98
661500,32.19,0.00,3.98,0.00,0.00,3.98
662000,32.13,-0.05,3.99,-0.10,0.00,3.99
662500,32.13,-0.01,3.98,-0.20,0.00,3.98
663000,32.13,-0.03,3.98,0.00,0.00,3.98
663500,32.19,-0.04,3.98,-0.20,0.00,3.98
664000,32.19,0.01,3.98,-0.40,0.00,3.98
664500,32.13,-0.02,3.98,-0.30,0.00,3.98
665000,32.06,-0.02,3.98,0.00,0.00,3.98
665500,32.06,-0.01,3.98,-0.10,0.00,3.98
666000,32.06,0.00,3.98,-0.30,0.00,3.98
666500,32.06,-0.02,3.98,-0.10,0.00,3.98
667000,32.06,-0.02,3.98,-0.10,0.00,3.98
667500,32.06,-0.02,3.98,-0.20,0.00,3.98
668000,32.06,-0.02,3.99,0.00,0.00,3.99
668500,32.13,-0.02,3.98,0.00,0.00,3.98
669000,32.13,-0.02,3.98,0.10,0.00,3.98
669500,32.06,-0.02,3.99,-0.20,0.00,3.99
670000,32.06,-0.03,3.98,-0.10,0.00,3.98
670500,32.06,0.01,3.99,-0.30,0.00,3.99
671000,32.06,0.04,3.98,-0.10,0.00,3.98
671500,32.13,-0.01,3.99,-0.20,0.00,3.99
672000,32.06,-0.04,3.99,-0.10,0.00,3.99
672500,32.06,-0.03,3.98,-0.20,0.00,3.98
673000,32.06,0.00,3.98,-0.10,0.00,3.98
673500,32.06,-0.01,3.99,-0.20,0.00,3.99
674000,32.06,0.01,3.98,-0.30,0.00,3.98
674500,32.06,-0.03,3.99,-0.10,0.00,3.99
675000,32.06,0.00,3.98,0.00,0.00,3.98
675500,32.06,0.00,3.99,0.00,0.00,3.99
676000,32.06,-0.02,3.99,-0.20,0.00,3.99
676500,32.06,0.00,3.98,-0.10,0.00,3.98
677000,32.06,-0.01,3.98,-0.10,0.00,3.98
677500,32.06,-0.02,3.98,0.10,0.00,3.98
678000,32.06,0.00,3.98,0.00,0.00,3.98
678500,32.06,0.02,3.99,-0.20,0.00,3.99
679000,32.06,0.00,3.98,0.00,0.00,3.98
679500,32.00,0.00,3.98,-0.40,0.00,3.98
680000,32.00,-0.02,3.98,-0.20,0.00,3.98
680500,32.00,-0.02,3.98,-0.40,0.00,3.98
681000,32.00,0.00,3.99,0.10,0.00,3.99
681500,32.06,-0.03,3.98,-0.40,0.00,3.98
682000,32.00,0.01,3.98,-0.10,0.00,3.98
682500,32.00,-0.02,3.98,-0.10,0.00,3.98
683000,32.00,-0.01,3.98,-0.20,0.00,3.98
683500,32.00,-0.03,3.98,-0.10,0.00,3.98
684000,32.00,-0.01,3.98,-0.10,0.00,3.98
684500,32.00,0.00,3.98,-0.10,0.00,3.98
685000,31.94,0.01,3.99,-0.20,0.00,3.99
685500,31.94,0.01,3.99,-0.10,0.00,3.99
686000,31.94,-0.02,3.99,0.00,0.00,3.99
686500,31.94,0.00,3.98,0.00,0.00,3.98
687000,31.94,-0.01,3.99,-0.20,0.00,3.99
687500,32.00,-0.01,3.98,-0.30,0.00,3.98
688000,31.94,-0.01,3.99,0.00,0.00,3.99
688500,31.94,-0.03,3.98,-0.20,0.00,3.98
689000,31.94,-0.01,3.99,-0.30,0.00,3.99
689500,31.94,-0.02,3.98,-0.20,0.00,3.98
690000,31.94,-0.01,3.98,-0.10,0.00,3.98
690500,31.87,0.02,3.98,-0.20,0.00,3.98
691000,31.94,0.00,3.98,-0.40,0.00,3.98
691500,31.87,-0.05,3.99,-0.20,0.00,3.99
692000,31.94,-0.01,3.99,-0.20,0.00,3.99
692500,31.94,-0.03,3.98,-0.20,0.00,3.98
693000,31.94,0.01,3.99,-0.40,0.00,3.99
693500,31.87,-0.01,3.99,-0.10,0.00,3.99
694000,31.87,-0.02,3.98,0.00,0.00,3.98
694500,31.94,0.00,3.99,-0.20,0.00,3.99
695000,31.87,-0.03,3.99,-0.40,0.00,3.99
695500,31.94,-0.01,3.98,-0.20,0.00,3.98
696000,31.87,-0.01,3.99,-0.10,0.00,3.99
696500,31.94,0.00,3.99,-0.20,0.00,3.99
697000,31.94,-0.02,3.98,0.00,0.00,3.98
697500,31.94,0.00,3.98,0.00,0.00,3.98
698000,31.87,0.01,3.99,0.10,0.00,3.99
698500,31.87,0.00,3.98,-0.20,0.00,3.98
699000,31.87,0.00,3.98,0.10,0.00,3.98
699500,31.87,0.01,3.99,-0.20,0.00,3.99
700000,31.87,0.00,3.98,0.00,0.00,3.98
700500,31.81,-0.01,3.98,-0.10,0.00,3.98
701000,31.87,-0.02,3.98,0.00,0.00,3.98
701500,31.87,0.00,3.98,-0.10,0.00,3.98
702000,31.87,-0.01,3.98,-0.10,0.00,3.98
702500,31.87,-0.01,3.99,0.00,0.00,3.99
703000,31.87,-0.02,3.98,-0.20,0.00,3.98
703500,31.87,-0.02,3.98,-0.40,0.00,3.98
704000,31.87,-0.03,3.99,0.00,0.00,3.99
704500,31.87,-0.03,3.98,-0.20,0.00,3.98
705000,31.87,0.02,3.99,-0.40,0.00,3.99
705500,31.87,0.00,3.98,-0.20,0.00,3.98
706000,31.81,-0.01,3.98,-0.30,0.00,3.98
706500,31.81,-0.04,3.99,-0.30,0.00,3.99
707000,31.81,-0.01,3.98,-0.20,0.00,3.98
707500,31.81,-0.01,3.98,-0.20,0.00,3.98
708000,31.81,0.01,3.98,0.00,0.00,3.98
708500,31.81,-0.02,3.98,-0.10,0.00,3.98
709000,31.81,-0.03,3.98,-0.10,0.00,3.98
709500,31.81,0.00,3.98,-0.10,0.00,3.98
710000,31.81,-0.02,3.98,-0.20,0.00,3.98
710500,31.75,-0.01,3.99,-0.40,0.00,3.99
711000,31.75,-0.02,3.98,-0.20,0.00,3.98
711500,31.75,0.00,3.99,0.00,0.00,3.99
712000,31.75,-0.01,3.98,-0.20,0.00,3.98
712500,31.81,-0.01,3.98,0.00,0.00,3.98
713000,31.81,-0.02,3.98,-0.10,0.00,3.98
713500,31.81,0.00,3.98,-0.10,0.00,3.98
714000,31.81,0.00,3.98,-0.10,0.00,3.98
714500,31.81,-0.01,3.98,-0.30,0.00,3.98
715000,31.81,0.02,3.98,-0.20,0.00,3.98
715500,31.81,0.00,3.98,-0.20,0.00,3.98
716000,31.81,-0.02,3.98,-0.20,0.00,3.98
716500,31.81,0.00,3.99,0.00,0.00,3.99
717000,31.81,-0.02,3.98,-0.10,0.00,3.98
717500,31.81,-0.02,3.98,-0.10,0.00,3.98
718000,31.81,-0.01,3.98,-0.30,0.00,3.98
718500,31.81,-0.01,3.98,-0.20,0.00,3.98
719000,31.75,-0.01,3.98,-0.30,0.00,3.98
719500,31.81,0.00,3.98,-0.10,0.00,3.98
720000,31.75,-0.01,3.98,-0.40,0.00,3.98
720500,31.75,-0.01,3.98,0.00,0.00,3.98
721000,31.75,-0.03,3.99,-0.20,0.00,3.99
721500,31.75,-0.03,3.98,0.10,0.00,3.98
722000,31.75,-0.01,3.99,-0.10,0.00,3.99
722500,31.75,-0.02,3.98,0.00,0.00,3.98
723000,31.75,-0.02,3.98,-0.10,0.00,3.98
723500,31.69,0.02,3.98,-0.20,0.00,3.98
724000,31.69,-0.01,3.98,-0.20,0.00,3.98
724500,31.69,0.00,3.98,-0.10,0.00,3.98
725000,31.69,-0.03,3.98,-0.10,0.00,3.98
725500,31.69,-0.03,3.98,-0.30,0.00,3.98
726000,31.69,-0.01,3.99,-0.20,0.00,3.99
726500,31.62,-0.03,3.98,0.10,0.00,3.98
727000,31.62,-0.02,3.98,-0.20,0.00,3.98
727500,31.62,-0.01,3.99,0.00,0.00,3.99
728000,31.62,-0.02,3.98,0.00,0.00,3.98
728500,31.62,-0.01,3.98,0.00,0.00,3.98
729000,31.62,-0.02,3.98,0.10,0.00,3.98
729500,31.62,0.00,3.98,-0.20,0.00,3.98
730000,31.62,-0.02,3.98,0.00,0.00,3.98
730500,31.62,-0.02,3.98,-0.20,0.00,3.98
731000,31.62,-0.02,3.98,0.00,0.00,3.98
731500,31.56,-0.02,3.98,-0.20,0.00,3.98
732000,31.56,-0.01,3.98,-0.20,0.00,3.98
732500,31.62,-0.03,3.98,-0.20,0.00,3.98
733000,31.56,-0.01,3.98,0.00,0.00,3.98
733500,31.56,0.00,3.98,0.00,0.00,3.98
734000,31.56,0.00,3.98,-0.20,0.00,3.98
734500,31.56,0.01,3.98,-0.10,0.00,3.98
735000,31.56,-0.04,3.98,-0.20,0.00,3.98
735500,31.56,-0.01,3.99,0.00,0.00,3.99
736000,31.56,0.00,3.98,-0.10,0.00,3.98
736500,31.56,-0.01,3.98,0.00,0.00,3.98
737000,31.56,-0.02,3.99,-0.40,0.00,3.99
737500,31.56,-0.03,3.98,0.20,0.00,3.98
738000,31.50,-0.02,3.98,-0.10,0.00,3.98
738500,31.50,-0.02,3.98,0.10,0.00,3.98
739000,31.50,-0.03,3.98,0.00,0.00,3.98
739500,31.44,-0.02,3.98,-0.10,0.00,3.98
740000,31.44,-0.05,3.98,0.10,0.00,3.98
740500,31.44,-0.02,3.99,0.00,0.00,3.99
741000,31.37,-0.02,3.98,-0.10,0.00,3.98
741500,31.37,-0.03,3.98,0.10,0.00,3.98
742000,31.37,-0.04,3.99,-0.40,0.00,3.99
742500,31.31,-0.02,3.98,0.00,0.00,3.98
743000,31.31,-0.01,3.99,-0.30,0.00,3.99
743500,31.31,-0.02,3.99,-0.20,0.00,3.99
744000,31.31,0.00,3.98,-0.10,0.00,3.98
744500,31.31,-0.01,3.98,0.00,0.00,3.98
745000,31.31,0.00,3.99,-0.30,0.00,3.99
745500,31.31,-0.04,3.98,0.10,0.00,3.98
746000,31.31,0.00,3.98,0.00,0.00,3.98
746500,31.31,-0.01,3.98,-0.10,0.00,3.98
747000,31.31,0.00,3.98,-0.20,0.00,3.98
747500,31.31,-0.02,3.98,-0.20,0.00,3.98
748000,31.31,-0.01,3.98,0.10,0.00,3.98
748500,31.31,-0.05,3.99,0.20,0.00,3.99
749000,31.25,0.00,3.98,-0.10,0.00,3.98
749500,31.31,-0.02,3.99,-0.20,0.00,3.99
750000,31.31,-0.02,3.98,-0.20,0.00,3.98
750500,31.31,0.01,3.98,-0.30,0.00,3.98
751000,31.31,0.00,3.99,0.10,0.00,3.99
751500,31.31,0.00,3.98,-0.40,0.00,3.98
752000,31.31,-0.05,3.98,-0.10,0.00,3.98
752500,31.31,-0.03,3.98,-0.10,0.00,3.98
753000,31.31,-0.01,3.99,-0.20,0.00,3.99
753500,31.31,-0.01,3.99,-0.30,0.00,3.99
754000,31.31,-0.01,3.99,-0.20,0.00,3.99
754500,31.25,-0.02,3.98,0.00,0.00,3.98
755000,31.19,-0.03,3.98,-0.10,0.00,3.98
755500,31.19,0.00,3.98,0.00,0.00,3.98
756000,31.12,-0.01,3.99,-0.10,0.00,3.99
756500,31.19,0.00,3.98,0.10,0.00,3.98
757000,31.19,-0.04,3.98,-0.20,0.00,3.98
757500,31.19,0.00,3.98,-0.20,0.00,3.98
758000,31.19,-0.01,3.98,0.00,0.00,3.98
758500,31.19,-0.02,3.98,-0.10,0.00,3.98
759000,31.19,-0.02,3.98,-0.10,0.00,3.98
759500,31.19,0.01,3.98,0.00,0.00,3.98
760000,31.19,-0.04,3.99,0.10,0.00,3.99
760500,31.19,-0.01,3.98,0.10,0.00,3.98
761000,31.19,-0.02,3.98,-0.50,0.00,3.98
761500,31.12,-0.01,3.98,-0.30,0.00,3.98
762000,31.12,0.00,3.98,-0.10,0.00,3.98
762500,31.12,0.01,3.98,-0.20,0.00,3.98
763000,31.12,-0.02,3.99,0.10,0.00,3.99
763500,31.12,-0.01,3.98,-0.20,0.00,3.98
764000,31.12,-0.02,3.98,-0.10,0.00,3.98
764500,31.12,0.02,3.98,-0.20,0.00,3.98
765000,31.12,-0.02,3.98,0.10,0.00,3.98
765500,31.19,-0.01,3.98,-0.30,0.00,3.98
766000,31.19,0.01,3.98,-0.10,0.00,3.98
766500,31.12,-0.01,3.98,-0.10,0.00,3.98
767000,31.12,0.01,3.99,-0.70,0.00,3.99
767500,31.12,-0.03,3.99,0.00,0.00,3.99
768000,31.12,-0.01,3.99,-0.10,0.00,3.99
768500,31.06,-0.02,3.98,0.00,0.00,3.98
769000,31.12,-0.01,3.98,-0.20,0.00,3.98
769500,31.06,-0.03,3.98,-0.30,0.00,3.98
770000,31.06,-0.04,3.98,0.10,0.00,3.98
770500,31.06,-0.03,3.99,0.00,0.00,3.99
771000,31.06,-0.01,3.99,0.00,0.00,3.99
771500,31.06,-0.01,3.98,-0.30,0.00,3.98
772000,31.12,-0.01,3.98,-0.20,0.00,3.98
772500,31.06,-0.02,3.99,-0.10,0.00,3.99
773000,31.06,-0.02,3.99,-0.20,0.00,3.99
773500,31.06,-0.02,3.98,-0.20,0.00,3.98
774000,31.06,-0.03,3.99,-0.30,0.00,3.99
774500,31.06,-0.02,3.98,0.00,0.00,3.98
775000,31.06,-0.03,3.98,-0.10,0.00,3.98
775500,31.06,-0.03,3.98,-0.20,0.00,3.98
776000,31.06,-0.01,3.98,0.00,0.00,3.98
776500,31.00,-0.03,3.98,-0.20,0.00,3.98
777000,31.00,-0.02,3.98,0.00,0.00,3.98
777500,31.00,-0.01,3.98,-0.10,0.00,3.98
778000,31.06,-0.02,3.98,-0.20,0.00,3.98
778500,31.06,0.00,3.98,-0.20,0.00,3.98
779000,31.00,0.00,3.98,0.00,0.00,3.98
779500,31.00,-0.02,3.98,0.20,0.00,3.98
780000,31.00,0.00,3.99,-0.10,0.00,3.99
780500,31.00,-0.01,3.98,-0.30,0.00,3.98
781000,31.00,-0.03,3.98,-0.30,0.00,3.98
781500,31.00,-0.01,3.98,-0.20,0.00,3.98
782000,31.00,-0.01,3.98,-0.40,0.00,3.98
782500,31.00,-0.03,3.98,0.00,0.00,3.98
783000,31.00,-0.01,3.98,-0.10,0.00,3.98
783500,30.94,0.01,3.98,-0.10,0.00,3.98
784000,30.94,152.16,0.05,1521.30,78.00,0.20
784500,30.94,156.26,0.06,1562.50,88.00,0.21
785000,30.94,157.40,0.06,1574.00,82.00,0.21
785500,30.94,156.86,0.05,1565.10,82.00,0.21
786000,30.94,152.31,0.05,1526.10,78.00,0.20
786500,30.94,156.70,0.05,1552.60,82.00,0.21
787000,30.94,151.41,0.05,1518.10,78.00,0.20
787500,30.94,151.19,0.05,1509.00,78.00,0.20
788000,30.87,150.52,0.05,1505.00,72.00,0.20
788500,30.94,157.97,0.06,1581.40,82.00,0.21
789000,30.87,152.10,0.05,1522.70,78.00,0.20
789500,30.87,152.78,0.05,1519.30,78.00,0.20
790000,30.87,150.40,0.05,1502.90,78.00,0.20
790500,30.87,158.11,0.06,1577.30,88.00,0.21
791000,30.87,157.87,0.05,1577.70,82.00,0.21
791500,30.87,157.33,0.06,1582.20,88.00,0.21
792000,30.87,158.66,0.05,1579.10,82.00,0.21
792500,30.87,158.69,0.05,1588.40,88.00,0.21
793000,30.87,158.63,0.06,1585.70,88.00,0.21
793500,30.87,159.40,0.05,1596.30,88.00,0.21
794000,30.87,159.06,0.06,1595.80,82.00,0.22
794500,30.87,160.42,0.05,1600.80,82.00,0.21
795000,30.87,160.37,0.05,1603.50,88.00,0.21
795500,30.87,160.43,0.06,1603.30,88.00,0.22
796000,30.87,158.86,0.06,1588.20,88.00,0.21
796500,30.87,159.95,0.06,1599.10,88.00,0.22
797000,30.87,161.35,0.06,1617.20,98.00,0.22
797500,30.87,161.56,0.06,1620.20,92.00,0.22
798000,30.87,163.39,0.05,1633.70,92.00,0.22
798500,30.87,162.01,0.06,1622.90,86.00,0.22
799000,30.87,161.95,0.06,1624.10,92.00,0.22
799500,30.94,163.40,0.06,1632.70,92.00,0.22
800000,30.94,162.31,0.06,1630.90,92.00,0.22
800500,30.94,160.64,0.06,1592.60,82.00,0.22
801000,30.94,160.91,0.05,1608.70,88.00,0.21
801500,30.94,162.47,0.06,1626.00,98.00,0.22
802000,30.94,161.41,0.05,1615.40,86.00,0.21
802500,30.94,162.61,0.06,1615.30,92.00,0.22
803000,30.94,162.44,0.06,1624.60,92.00,0.22
803500,30.94,164.73,0.06,1641.90,92.00,0.22
804000,30.94,161.38,0.06,1608.20,86.00,0.22
804500,31.00,163.68,0.05,1641.90,92.00,0.22
805000,31.00,163.63,0.06,1636.40,92.00,0.22
805500,31.00,162.82,0.06,1624.20,92.00,0.22
806000,30.94,162.38,0.05,1624.20,92.00,0.21
806500,30.94,163.76,0.06,1637.10,92.00,0.22
807000,31.00,163.75,0.06,1630.90,92.00,0.22
807500,31.00,162.73,0.06,1629.80,92.00,0.22
808000,30.94,163.09,0.06,1652.80,92.00,0.22
808500,30.94,164.04,0.06,1640.10,92.00,0.22
809000,30.94,164.76,0.06,1648.20,92.00,0.22
809500,31.00,163.19,0.06,1632.20,92.00,0.22
810000,30.94,164.50,0.05,1643.30,92.00,0.22
810500,30.94,162.41,0.06,1638.90,92.00,0.22
811000,30.94,164.09,0.06,1641.30,92.00,0.22
811500,30.94,163.51,0.06,1636.50,92.00,0.22
812000,30.94,163.59,0.06,1637.70,98.00,0.22
812500,30.94,164.84,0.06,1669.80,102.00,0.22
813000,30.94,165.04,0.06,1649.70,98.00,0.22
813500,30.94,164.22,0.05,1640.50,86.00,0.22
814000,30.94,163.49,0.06,1635.30,92.00,0.22
814500,30.94,164.78,0.06,1644.80,98.00,0.22
815000,30.94,167.16,0.06,1671.40,102.00,0.23
815500,30.94,163.94,0.06,1638.70,92.00,0.22
816000,30.94,165.71,0.06,1626.60,92.00,0.22
816500,30.94,164.68,0.06,1647.60,92.00,0.22
817000,30.94,166.29,0.06,1628.80,92.00,0.23
817500,30.87,165.83,0.06,1658.50,98.00,0.22
818000,30.94,167.45,0.06,1675.40,96.00,0.23
818500,30.87,167.82,0.06,1678.70,102.00,0.23
819000,30.87,166.12,0.06,1658.40,92.00,0.23
819500,30.94,168.83,0.06,1685.10,102.00,0.23
820000,30.94,165.54,0.06,1653.50,92.00,0.22
820500,30.94,165.57,0.06,1655.30,92.00,0.23
821000,30.94,166.72,0.06,1666.40,102.00,0.23
821500,30.94,165.63,0.06,1656.40,92.00,0.23
822000,30.94,165.81,0.06,1659.40,92.00,0.22
822500,30.94,166.99,0.06,1670.00,102.00,0.23
823000,30.94,167.99,0.06,1680.70,96.00,0.23
823500,30.94,165.56,0.06,1654.80,98.00,0.22
824000,30.94,168.49,0.06,1674.00,102.00,0.22
824500,30.94,166.89,0.06,1667.50,92.00,0.23
825000,30.94,166.61,0.06,1666.10,102.00,0.22
825500,30.94,166.98,0.06,1669.00,102.00,0.23
826000,30.94,166.37,0.06,1664.20,98.00,0.23
826500,31.00,166.76,0.06,1667.30,92.00,0.23
827000,31.00,167.11,0.06,1669.60,102.00,0.22
827500,31.00,169.10,0.06,1687.40,102.00,0.23
828000,31.00,166.92,0.06,1662.70,98.00,0.23
828500,31.00,167.73,0.06,1675.80,96.00,0.23
829000,31.00,167.34,0.06,1672.70,102.00,0.23
829500,31.00,167.81,0.06,1677.70,96.00,0.23
830000,31.00,165.61,0.06,1662.60,98.00,0.22
830500,31.00,166.46,0.06,1667.80,96.00,0.23
831000,31.00,166.62,0.06,1658.00,92.00,0.23
831500,31.00,168.96,0.06,1689.70,102.00,0.23
832000,31.00,168.26,0.06,1685.50,102.00,0.23
832500,31.06,168.49,0.06,1685.00,96.00,0.22
833000,31.00,169.22,0.06,1692.20,102.00,0.23
833500,31.00,168.81,0.06,1688.70,102.00,0.23
834000,31.00,170.06,0.06,1701.50,102.00,0.23
834500,31.00,168.34,0.06,1670.60,96.00,0.23
835000,31.00,169.70,0.06,1696.60,102.00,0.23
835500,31.00,170.21,0.06,1702.50,102.00,0.23
836000,31.00,170.47,0.06,1705.50,108.00,0.23
836500,31.00,169.58,0.06,1696.60,102.00,0.23
837000,31.00,169.94,0.06,1699.70,96.00,0.23
837500,31.06,168.61,0.06,1685.40,102.00,0.23
838000,31.06,169.98,0.06,1700.30,102.00,0.23
838500,31.00,169.95,0.06,1699.20,102.00,0.23
839000,31.06,170.13,0.06,1700.60,102.00,0.23
839500,31.06,170.26,0.06,1702.70,102.00,0.23
840000,31.06,170.76,0.06,1707.00,96.00,0.23
840500,31.06,170.90,0.06,1708.80,96.00,0.23
841000,31.06,169.32,0.06,1692.80,102.00,0.23
841500,31.06,170.59,0.06,1705.60,102.00,0.23
842000,31.06,170.73,0.06,1707.60,102.00,0.23
842500,31.06,170.49,0.06,1704.90,102.00,0.23
843000,31.06,170.38,0.06,1704.00,102.00,0.23
843500,31.12,171.01,0.06,1708.10,108.00,0.23
844000,31.12,170.51,0.06,1705.60,102.00,0.23
844500,31.12,170.46,0.06,1704.70,102.00,0.23
845000,31.12,169.90,0.06,1699.00,102.00,0.23
845500,31.12,170.67,0.06,1705.70,102.00,0.23
846000,31.12,170.55,0.06,1705.50,102.00,0.23
846500,31.12,170.29,0.06,1701.50,102.00,0.23
847000,31.12,170.71,0.06,1710.70,102.00,0.23
847500,31.12,171.36,0.06,1714.30,102.00,0.23
848000,31.12,171.57,0.06,1714.60,102.00,0.23
848500,31.12,170.96,0.06,1709.80,108.00,0.23
849000,31.12,170.99,0.06,1716.50,104.00,0.23
849500,31.12,172.14,0.06,1705.90,102.00,0.23
850000,31.12,172.03,0.06,1717.00,102.00,0.23
850500,31.12,172.12,0.06,1712.30,102.00,0.23
851000,31.12,171.05,0.06,1710.70,102.00,0.23
851500,31.12,170.22,0.06,1702.00,102.00,0.23
852000,31.19,171.94,0.06,1709.80,102.00,0.23
852500,31.19,170.74,0.06,1705.80,104.00,0.23
853000,31.12,170.33,0.06,1701.00,102.00,0.23
853500,31.12,170.35,0.06,1702.20,102.00,0.23
854000,31.12,170.02,0.06,1700.60,102.00,0.23
854500,31.12,170.47,0.06,1706.30,102.00,0.23
855000,31.19,170.71,0.06,1707.40,102.00,0.23
855500,31.12,169.90,0.06,1700.10,102.00,0.23
856000,31.19,167.12,0.06,1680.90,102.00,0.22
856500,31.19,170.68,0.06,1707.10,102.00,0.23
857000,31.19,170.89,0.06,1709.10,108.00,0.23
857500,31.25,170.34,0.06,1700.50,102.00,0.23
858000,31.25,169.91,0.06,1699.40,102.00,0.23
858500,31.25,170.40,0.06,1701.10,96.00,0.23
859000,31.25,171.70,0.06,1732.20,112.00,0.23
859500,31.19,169.52,0.06,1694.00,102.00,0.23
860000,31.25,169.52,0.06,1695.00,104.00,0.23
860500,31.25,170.60,0.06,1705.40,102.00,0.23
861000,31.25,170.89,0.06,1709.30,102.00,0.23
861500,31.31,169.86,0.06,1697.80,102.00,0.23
862000,31.25,169.05,0.06,1687.20,96.00,0.23
862500,31.31,172.74,0.06,1740.40,112.00,0.24
863000,31.25,169.80,0.06,1689.80,96.00,0.23
863500,31.31,170.54,0.06,1698.10,108.00,0.23
864000,31.31,170.95,0.06,1708.90,102.00,0.23
864500,31.31,174.78,0.06,1721.20,104.00,0.24
865000,31.31,173.73,0.06,1742.10,104.00,0.23
865500,31.31,168.94,0.06,1690.80,102.00,0.23
866000,31.31,169.90,0.06,1696.60,102.00,0.23
866500,31.31,169.21,0.06,1691.90,102.00,0.23
867000,31.31,171.27,0.06,1716.90,102.00,0.23
867500,31.31,168.56,0.06,1684.40,102.00,0.23
868000,31.31,172.22,0.06,1721.10,104.00,0.24
868500,31.31,169.28,0.06,1693.10,102.00,0.23
869000,31.37,170.19,0.06,1700.90,102.00,0.23
869500,31.37,169.94,0.06,1704.40,102.00,0.23
870000,31.37,169.83,0.06,1693.10,102.00,0.23
870500,31.37,170.89,0.06,1707.90,102.00,0.23
871000,31.37,170.18,0.06,1703.10,102.00,0.23
871500,31.37,170.64,0.06,1706.80,96.00,0.23
872000,31.37,174.61,0.06,1711.00,102.00,0.23
872500,31.37,171.33,0.06,1712.90,102.00,0.24
873000,31.37,170.93,0.06,1708.80,102.00,0.23
873500,31.37,175.13,0.06,1744.80,104.00,0.24
874000,31.44,167.15,0.06,1670.50,98.00,0.23
874500,31.44,171.31,0.06,1713.40,96.00,0.23
875000,31.37,171.50,0.06,1715.70,102.00,0.23
875500,31.44,175.86,0.06,1748.40,112.00,0.24
876000,31.44,172.46,0.06,1723.20,112.00,0.23
876500,31.44,174.79,0.06,1730.30,104.00,0.23
877000,31.44,172.93,0.06,1728.80,104.00,0.24
877500,31.44,172.87,0.06,1728.80,112.00,0.23
878000,31.50,176.02,0.06,1760.10,112.00,0.24
878500,31.50,175.39,0.06,1754.20,104.00,0.24
879000,31.50,175.98,0.06,1760.50,104.00,0.24
879500,31.50,175.85,0.06,1758.20,112.00,0.24
880000,31.50,175.23,0.06,1753.10,112.00,0.24
880500,31.50,169.22,0.06,1693.80,96.00,0.23
881000,31.56,174.40,0.06,1741.00,112.00,0.24
881500,31.56,171.23,0.06,1712.20,102.00,0.23
882000,31.56,171.67,0.06,1712.40,102.00,0.23
882500,31.56,171.34,0.06,1712.40,102.00,0.24
883000,31.56,173.29,0.06,1732.90,104.00,0.23
883500,31.56,168.28,0.06,1685.30,96.00,0.22
884000,31.56,173.04,0.06,1729.70,104.00,0.23
884500,31.62,172.60,0.06,1724.50,104.00,0.23
