Time (ms), Temperature (C), Shunt Voltage, Bus Voltage (V), Current (mA), Power (mW), Load Voltage (V)
885000,31.56,171.71,0.06,1712.10,102.00,0.23
885500,31.56,170.27,0.06,1707.80,102.00,0.23
886000,31.62,169.67,0.06,1696.00,96.00,0.23
886500,31.62,171.58,0.06,1717.20,112.00,0.23
887000,31.62,170.12,0.06,1697.90,102.00,0.23
887500,31.62,170.39,0.06,1704.20,96.00,0.23
888000,31.62,168.88,0.06,1688.10,102.00,0.23
888500,31.62,169.03,0.06,1690.30,102.00,0.23
889000,31.69,176.27,0.06,1756.80,112.00,0.24
889500,31.69,172.39,0.06,1724.30,104.00,0.23
890000,31.62,170.60,0.06,1710.90,102.00,0.23
890500,31.62,171.41,0.06,1717.20,102.00,0.23
891000,31.69,171.65,0.06,1715.90,102.00,0.23
891500,31.69,173.31,0.06,1732.70,104.00,0.23
892000,31.69,174.47,0.06,1745.70,112.00,0.23
892500,31.69,175.55,0.06,1755.60,112.00,0.24
893000,31.75,175.93,0.06,1758.70,112.00,0.24
893500,31.69,177.11,0.07,1771.00,114.00,0.25
894000,31.69,175.17,0.06,1751.10,104.00,0.24
894500,31.75,175.91,0.06,1769.70,114.00,0.24
895000,31.75,174.63,0.06,1762.30,112.00,0.23
895500,31.75,176.34,0.06,1767.00,114.00,0.24
896000,31.75,176.18,0.06,1768.40,104.00,0.24
896500,31.75,177.17,0.06,1770.90,104.00,0.24
897000,31.81,174.56,0.06,1747.40,112.00,0.23
897500,31.81,176.64,0.06,1767.00,114.00,0.24
898000,31.81,173.92,0.06,1738.70,112.00,0.24
898500,31.81,176.03,0.06,1760.00,104.00,0.24
899000,31.81,176.34,0.06,1764.90,112.00,0.24
899500,31.81,176.30,0.06,1762.90,112.00,0.24
900000,31.81,176.62,0.06,1766.70,114.00,0.24
900500,31.81,179.11,0.06,1791.60,114.00,0.24
901000,31.87,177.94,0.06,1781.00,114.00,0.24
901500,31.87,180.08,0.06,1799.00,122.00,0.24
902000,31.81,180.08,0.07,1796.80,114.00,0.25
902500,31.87,180.32,0.07,1803.20,114.00,0.25
903000,31.87,180.14,0.07,1791.60,114.00,0.25
903500,31.87,178.15,0.06,1782.10,114.00,0.24
904000,31.87,179.77,0.06,1798.40,114.00,0.24
904500,31.87,179.54,0.06,1797.20,114.00,0.24
905000,31.87,180.38,0.06,1803.70,114.00,0.24
905500,31.87,179.05,0.07,1790.60,114.00,0.25
906000,31.87,180.67,0.07,1807.10,114.00,0.25
906500,31.87,180.36,0.06,1803.50,114.00,0.24
907000,31.87,180.07,0.06,1800.90,114.00,0.24
907500,31.87,180.53,0.06,1803.50,114.00,0.24
908000,31.87,180.45,0.06,1803.90,122.00,0.24
908500,31.87,180.19,0.06,1801.70,114.00,0.24
909000,31.87,178.62,0.06,1793.60,114.00,0.24
909500,31.87,178.73,0.06,1786.50,114.00,0.24
910000,31.87,176.96,0.06,1771.80,114.00,0.24
910500,31.87,175.62,0.06,1757.70,112.00,0.24
911000,31.94,177.45,0.06,1769.90,114.00,0.24
911500,31.94,176.78,0.06,1773.40,114.00,0.24
912000,31.94,175.20,0.06,1753.20,104.00,0.24
912500,31.94,175.98,0.06,1758.30,112.00,0.24
913000,32.00,175.56,0.06,1754.70,104.00,0.24
913500,32.00,175.87,0.06,1758.20,112.00,0.24
914000,32.00,177.17,0.06,1770.00,114.00,0.24
914500,32.00,177.91,0.06,1762.40,112.00,0.24
915000,32.00,181.29,0.07,1784.70,122.00,0.25
915500,32.00,177.29,0.06,1771.60,114.00,0.24
916000,32.00,175.92,0.06,1755.60,112.00,0.24
916500,32.00,175.82,0.06,1756.40,104.00,0.24
917000,32.00,176.17,0.06,1764.50,112.00,0.24
917500,32.06,178.47,0.06,1784.10,114.00,0.24
918000,32.06,179.38,0.06,1781.70,114.00,0.24
918500,32.00,176.41,0.06,1770.30,114.00,0.24
919000,32.06,176.73,0.06,1767.60,104.00,0.24
919500,32.06,177.17,0.06,1771.60,104.00,0.24
920000,32.06,180.83,0.07,1808.10,114.00,0.25
920500,32.13,179.79,0.06,1798.50,114.00,0.24
921000,32.13,178.41,0.06,1783.10,114.00,0.24
921500,32.13,178.70,0.06,1783.00,108.00,0.24
922000,32.06,181.56,0.06,1784.30,114.00,0.25
922500,32.13,177.20,0.06,1768.90,122.00,0.24
923000,32.13,177.77,0.06,1766.70,122.00,0.24
923500,32.13,174.37,0.06,1741.70,112.00,0.23
924000,32.13,175.94,0.06,1760.30,112.00,0.24
924500,32.13,177.66,0.06,1768.80,114.00,0.24
925000,32.19,175.84,0.06,1751.90,104.00,0.24
925500,32.19,177.26,0.07,1771.70,114.00,0.25
926000,32.19,177.88,0.06,1777.10,114.00,0.24
926500,32.19,177.72,0.06,1778.40,114.00,0.24
927000,32.19,177.83,0.06,1779.20,114.00,0.24
927500,32.25,178.07,0.06,1781.80,114.00,0.24
928000,32.25,176.32,0.06,1763.80,104.00,0.24
928500,32.31,175.58,0.06,1763.50,104.00,0.24
929000,32.31,178.14,0.06,1779.70,108.00,0.24
929500,32.31,179.25,0.06,1785.10,114.00,0.24
930000,32.31,179.01,0.06,1791.30,114.00,0.24
930500,32.31,179.11,0.06,1796.40,114.00,0.24
931000,32.38,180.69,0.07,1807.70,114.00,0.25
931500,32.38,179.57,0.07,1792.80,114.00,0.25
932000,32.38,179.87,0.06,1808.60,124.00,0.24
932500,32.38,180.31,0.07,1847.70,124.00,0.25
933000,32.38,185.22,0.07,1844.60,128.00,0.25
933500,32.38,180.32,0.06,1806.10,114.00,0.24
934000,32.44,179.52,0.06,1795.90,114.00,0.24
934500,32.44,181.12,0.06,1811.20,114.00,0.25
935000,32.50,179.21,0.06,1787.70,114.00,0.24
935500,32.50,179.10,0.06,1788.10,114.00,0.24
936000,32.50,177.69,0.06,1772.30,114.00,0.24
936500,32.50,178.18,0.06,1780.60,114.00,0.24
937000,32.50,176.74,0.06,1771.90,112.00,0.24
937500,32.50,175.32,0.06,1762.60,112.00,0.24
938000,32.50,176.56,0.06,1766.40,114.00,0.24
938500,32.50,183.92,0.06,1838.80,118.00,0.25
939000,32.50,175.36,0.06,1757.60,112.00,0.24
939500,32.56,178.97,0.06,1787.10,114.00,0.24
940000,32.56,177.58,0.06,1775.70,114.00,0.24
940500,32.56,178.25,0.06,1781.90,114.00,0.24
941000,32.63,178.33,0.06,1783.80,114.00,0.24
941500,32.63,181.02,0.06,1811.50,114.00,0.25
942000,32.63,180.27,0.06,1803.80,108.00,0.24
942500,32.63,180.41,0.06,1804.20,114.00,0.24
943000,32.63,180.42,0.06,1804.90,114.00,0.24
943500,32.63,178.77,0.06,1791.90,108.00,0.24
944000,32.63,180.86,0.06,1809.20,114.00,0.24
944500,32.69,178.77,0.06,1788.40,114.00,0.24
945000,32.69,177.89,0.07,1783.50,114.00,0.25
945500,32.69,179.73,0.06,1795.40,122.00,0.24
946000,32.69,180.58,0.06,1803.50,114.00,0.24
946500,32.75,178.58,0.06,1786.00,114.00,0.24
947000,32.69,179.40,0.06,1793.10,114.00,0.24
947500,32.69,178.27,0.06,1782.20,114.00,0.24
948000,32.69,178.85,0.06,1788.80,114.00,0.24
948500,32.69,178.63,0.06,1786.10,122.00,0.24
949000,32.69,177.86,0.06,1777.50,114.00,0.24
949500,32.69,180.27,0.07,1801.60,114.00,0.25
950000,32.69,179.92,0.06,1800.00,114.00,0.24
950500,32.75,179.18,0.07,1791.60,114.00,0.25
951000,32.75,181.32,0.06,1810.80,114.00,0.25
951500,32.75,176.36,0.06,1771.90,122.00,0.24
952000,32.81,181.09,0.06,1807.20,114.00,0.25
952500,32.75,182.87,0.06,1828.60,124.00,0.25
953000,32.75,180.56,0.06,1808.10,114.00,0.24
953500,32.81,183.83,0.06,1816.10,114.00,0.25
954000,32.81,181.43,0.06,1814.10,114.00,0.25
954500,32.88,179.08,0.07,1790.60,114.00,0.25
955000,32.88,178.25,0.07,1780.80,122.00,0.25
955500,32.88,178.16,0.06,1778.90,114.00,0.24
956000,32.88,180.21,0.07,1804.20,114.00,0.25
956500,32.94,180.92,0.07,1808.60,114.00,0.25
957000,32.94,179.77,0.07,1820.00,124.00,0.25
957500,32.94,182.12,0.07,1820.80,124.00,0.25
958000,32.94,181.01,0.06,1853.30,124.00,0.25
958500,32.94,183.77,0.06,1830.50,124.00,0.25
959000,32.94,179.90,0.06,1798.50,114.00,0.24
959500,32.94,178.87,0.06,1786.10,114.00,0.24
960000,32.94,180.81,0.07,1806.70,122.00,0.25
960500,32.94,182.91,0.07,1827.90,118.00,0.25
961000,33.00,180.86,0.06,1809.10,124.00,0.24
961500,33.00,182.19,0.06,1803.70,128.00,0.25
962000,32.94,178.89,0.06,1785.10,108.00,0.24
962500,33.00,180.37,0.07,1800.90,114.00,0.25
963000,33.00,179.23,0.06,1791.70,114.00,0.24
963500,33.00,179.36,0.06,1790.50,114.00,0.24
964000,33.00,180.17,0.06,1801.50,122.00,0.24
964500,33.06,184.72,0.07,1847.50,124.00,0.25
965000,33.06,0.02,3.99,-0.10,0.00,3.99
965500,33.06,0.00,3.99,0.20,0.00,3.99
966000,33.06,-0.01,3.99,0.20,0.00,3.99
966500,33.06,-0.01,3.99,-0.10,0.00,3.99
967000,33.06,-0.01,3.99,0.10,0.00,3.99
967500,33.13,-0.02,3.99,0.10,0.00,3.99
968000,33.06,-0.03,3.99,0.10,0.00,3.99
968500,33.13,-0.01,3.99,-0.10,0.00,3.99
969000,33.13,0.00,3.98,0.00,0.00,3.98
969500,33.13,0.01,3.99,0.00,0.00,3.99
970000,33.13,-0.01,3.99,0.10,0.00,3.99
970500,33.19,-0.01,3.99,-0.10,0.00,3.99
971000,33.19,-0.02,3.99,-0.40,0.00,3.99
971500,33.19,0.00,3.99,-0.20,0.00,3.99
972000,33.19,0.01,3.99,-0.20,0.00,3.99
972500,33.19,0.01,3.99,0.10,0.00,3.99
973000,33.25,-0.03,3.99,0.00,0.00,3.99
973500,33.25,0.01,3.98,0.00,0.00,3.98
974000,33.25,0.01,3.99,0.10,0.00,3.99
974500,33.25,-0.02,3.99,0.00,0.00,3.99
975000,33.25,-0.01,3.99,0.10,0.00,3.99
975500,33.25,0.01,3.98,0.20,0.00,3.98
976000,33.25,0.03,3.99,-0.10,0.00,3.99
976500,33.31,0.03,3.99,-0.20,0.00,3.99
977000,33.31,0.00,3.99,-0.10,0.00,3.99
977500,33.31,-0.03,3.98,-0.10,0.00,3.98
978000,33.31,0.00,3.99,-0.10,0.00,3.99
978500,33.31,-0.02,3.98,-0.20,0.00,3.98
979000,33.31,0.00,3.99,0.20,0.00,3.99
979500,33.31,-0.03,3.99,0.10,0.00,3.99
980000,33.31,-0.02,3.98,-0.20,0.00,3.98
980500,33.31,-0.03,3.98,-0.10,0.00,3.98
981000,33.38,-0.01,3.99,0.10,0.00,3.99
981500,33.38,-0.01,3.99,0.00,0.00,3.99
982000,33.38,0.00,3.98,0.10,0.00,3.98
982500,33.38,-0.01,3.98,0.00,0.00,3.98
983000,33.38,0.03,3.98,-0.10,0.00,3.98
983500,33.44,-0.04,3.99,0.00,0.00,3.99
984000,33.44,-0.01,3.98,-0.10,0.00,3.98
984500,33.44,0.00,3.98,-0.10,0.00,3.98
985000,33.44,0.00,3.98,0.10,0.00,3.98
985500,33.44,-0.02,3.98,0.20,0.00,3.98
986000,33.50,0.00,3.98,0.10,0.00,3.98
986500,33.50,0.02,3.98,0.00,0.00,3.98
987000,33.50,-0.01,3.99,0.00,0.00,3.99
987500,33.50,-0.01,3.99,0.00,0.00,3.99
988000,33.50,-0.04,3.98,-0.20,0.00,3.98
988500,33.50,0.00,3.99,-0.20,0.00,3.99
989000,33.50,0.00,3.99,-0.10,0.00,3.99
989500,33.50,0.00,3.98,-0.30,0.00,3.98
990000,33.50,0.00,3.98,0.10,0.00,3.98
990500,33.50,0.00,3.98,0.00,0.00,3.98
991000,33.50,-0.02,3.99,0.00,0.00,3.99
991500,33.50,0.01,3.98,-0.10,0.00,3.98
992000,33.50,0.00,3.98,-0.10,0.00,3.98
992500,33.56,-0.02,3.98,-0.20,0.00,3.98
993000,33.56,0.00,3.98,0.10,0.00,3.98
993500,33.56,0.00,3.98,-0.10,0.00,3.98
994000,33.56,0.00,3.99,0.00,0.00,3.99
994500,33.56,0.01,3.99,0.10,0.00,3.99
995000,33.56,-0.03,3.99,0.00,0.00,3.99
995500,33.56,-0.01,3.98,-0.40,0.00,3.98
996000,33.56,0.00,3.98,-0.10,0.00,3.98
996500,33.56,0.01,3.98,0.10,0.00,3.98
997000,33.56,0.00,3.98,-0.10,0.00,3.98
997500,33.56,-0.02,3.99,-0.30,0.00,3.99
998000,33.56,-0.01,3.99,0.00,0.00,3.99
998500,33.63,-0.01,3.98,0.00,0.00,3.98
999000,33.63,-0.01,3.98,-0.30,0.00,3.98
999500,33.56,-0.01,3.98,0.20,0.00,3.98
1000000,33.56,0.01,3.98,-0.40,0.00,3.98
1000500,33.56,0.00,3.98,0.00,0.00,3.98
1001000,33.63,0.01,3.98,-0.10,0.00,3.98
1001500,33.63,0.01,3.98,0.10,0.00,3.98
1002000,33.63,0.00,3.99,0.00,0.00,3.99
1002500,33.69,0.00,3.99,0.00,0.00,3.99
1003000,33.69,0.01,3.98,-0.10,0.00,3.98
1003500,33.69,0.01,3.99,0.00,0.00,3.99
1004000,33.69,-0.02,3.99,-0.10,0.00,3.99
1004500,33.69,0.01,3.98,0.20,0.00,3.98
1005000,33.75,-0.01,3.98,0.00,0.00,3.98
1005500,33.75,-0.01,3.99,-0.10,0.00,3.99
1006000,33.75,-0.02,3.99,-0.30,0.00,3.99
1006500,33.75,0.01,3.99,-0.20,0.00,3.99
1007000,33.75,-0.02,3.98,0.10,0.00,3.98
1007500,33.81,-0.02,3.98,-0.10,0.00,3.98
1008000,33.75,0.01,3.98,-0.30,0.00,3.98
1008500,33.81,-0.01,3.98,-0.10,0.00,3.98
1009000,33.81,0.00,3.99,0.30,0.00,3.99
1009500,33.81,-0.01,3.99,-0.30,0.00,3.99
1010000,33.81,0.01,3.98,0.00,0.00,3.98
1010500,33.81,-0.02,3.98,0.00,0.00,3.98
1011000,33.81,0.00,3.99,0.00,0.00,3.99
1011500,33.81,-0.01,3.98,-0.20,0.00,3.98
1012000,33.81,-0.01,3.98,-0.10,0.00,3.98
1012500,33.88,-0.02,3.98,0.00,0.00,3.98
1013000,33.88,-0.01,3.98,-0.10,0.00,3.98
1013500,33.88,-0.01,3.98,-0.10,0.00,3.98
1014000,33.88,-0.02,3.98,0.00,0.00,3.98
1014500,33.88,-0.01,3.99,-0.10,0.00,3.99
1015000,33.88,0.00,3.98,-0.20,0.00,3.98
1015500,33.88,0.00,3.99,0.10,0.00,3.99
1016000,33.88,0.00,3.99,0.00,0.00,3.99
1016500,33.88,0.00,3.98,-0.20,0.00,3.98
1017000,33.88,-0.01,3.99,-0.20,0.00,3.99
1017500,33.94,-0.01,3.98,0.00,0.00,3.98
1018000,33.94,-0.02,3.98,0.00,0.00,3.98
1018500,33.88,-0.02,3.98,-0.10,0.00,3.98
1019000,33.94,-0.01,3.98,-0.10,0.00,3.98
1019500,33.94,0.00,3.98,0.10,0.00,3.98
1020000,33.94,-0.01,3.99,-0.10,0.00,3.99
1020500,33.94,0.01,3.99,0.00,0.00,3.99
1021000,33.94,0.00,3.98,-0.20,0.00,3.98
1021500,33.94,-0.01,3.98,-0.30,0.00,3.98
1022000,34.00,-0.01,3.99,-0.30,0.00,3.99
1022500,34.00,0.00,3.98,0.00,0.00,3.98
1023000,34.00,0.01,3.98,-0.10,0.00,3.98
1023500,34.00,-0.02,3.98,-0.10,0.00,3.98
1024000,34.00,-0.02,3.99,-0.10,0.00,3.99
1024500,34.00,0.00,3.99,0.10,0.00,3.99
1025000,34.00,-0.01,3.98,0.10,0.00,3.98
1025500,34.00,0.00,3.98,-0.20,0.00,3.98
1026000,34.00,-0.01,3.98,-0.20,0.00,3.98
1026500,34.00,-0.02,3.98,0.00,0.00,3.98
1027000,34.00,0.01,3.98,-0.10,0.00,3.98
1027500,34.00,-0.02,3.98,-0.30,0.00,3.98
1028000,34.06,-0.03,3.98,-0.20,0.00,3.98
1028500,34.06,-0.01,3.99,-0.30,0.00,3.99
1029000,34.00,-0.01,3.98,-0.10,0.00,3.98
1029500,34.06,-0.01,3.98,-0.20,0.00,3.98
1030000,34.06,-0.01,3.99,-0.20,0.00,3.99
1030500,34.06,-0.01,3.99,-0.10,0.00,3.99
1031000,34.06,0.00,3.99,-0.20,0.00,3.99
1031500,34.06,0.01,3.99,-0.20,0.00,3.99
1032000,34.06,-0.01,3.99,0.00,0.00,3.99
1032500,34.06,-0.01,3.99,-0.20,0.00,3.99
1033000,34.06,0.02,3.98,-0.30,0.00,3.98
1033500,34.06,-0.02,3.98,-0.20,0.00,3.98
1034000,34.06,-0.02,3.99,-0.30,0.00,3.99
1034500,34.06,0.01,3.99,0.00,0.00,3.99
1035000,34.13,0.03,3.99,0.00,0.00,3.99
1035500,34.06,0.01,3.98,0.10,0.00,3.98
1036000,34.06,-0.02,3.99,-0.40,0.00,3.99
1036500,34.13,-0.02,3.98,-0.10,0.00,3.98
1037000,34.13,-0.01,3.99,-0.20,0.00,3.99
1037500,34.13,-0.02,3.98,-0.20,0.00,3.98
1038000,34.06,-0.01,3.98,0.10,0.00,3.98
1038500,34.06,0.00,3.99,-0.30,0.00,3.99
1039000,34.06,-0.02,3.98,-0.10,0.00,3.98
1039500,34.13,-0.04,3.99,-0.10,0.00,3.99
1040000,34.13,-0.01,3.98,-0.20,0.00,3.98
1040500,34.13,0.00,3.98,-0.30,0.00,3.98
1041000,34.13,0.00,3.99,-0.20,0.00,3.99
1041500,34.13,-0.02,3.99,-0.20,0.00,3.99
1042000,34.13,-0.01,3.98,-0.30,0.00,3.98
1042500,34.13,-0.02,3.99,0.30,0.00,3.99
1043000,34.13,-0.02,3.98,-0.20,0.00,3.98
1043500,34.13,0.00,3.99,-0.10,0.00,3.99
1044000,34.06,-0.03,3.98,-0.10,0.00,3.98
1044500,34.13,-0.02,3.98,0.00,0.00,3.98
1045000,34.06,-0.02,3.98,-0.30,0.00,3.98
1045500,34.13,-0.01,3.99,-0.10,0.00,3.99
1046000,34.06,-0.02,3.99,0.00,0.00,3.99
1046500,34.06,-0.03,3.99,-0.10,0.00,3.99
1047000,34.13,-0.02,3.98,-0.10,0.00,3.98
1047500,34.13,-0.01,3.98,0.00,0.00,3.98
1048000,34.13,0.02,3.98,-0.10,0.00,3.98
1048500,34.13,-0.01,3.99,-0.10,0.00,3.99
1049000,34.13,-0.02,3.98,0.00,0.00,3.98
1049500,34.13,0.01,3.99,-0.30,0.00,3.99
1050000,34.13,-0.02,3.99,-0.10,0.00,3.99
1050500,34.13,0.00,3.98,-0.20,0.00,3.98
1051000,34.13,0.00,3.98,-0.10,0.00,3.98
1051500,34.13,-0.03,3.98,-0.20,0.00,3.98
1052000,34.13,0.00,3.98,-0.20,0.00,3.98
1052500,34.13,-0.01,3.98,0.20,0.00,3.98
1053000,34.13,-0.01,3.98,0.00,0.00,3.98
1053500,34.13,-0.01,3.98,-0.10,0.00,3.98
1054000,34.13,-0.01,3.98,0.00,0.00,3.98
1054500,34.19,0.00,3.98,-0.40,0.00,3.98
1055000,34.19,0.00,3.99,-0.20,0.00,3.99
1055500,34.19,-0.02,3.99,0.00,0.00,3.99
1056000,34.13,-0.02,3.98,0.20,0.00,3.98
1056500,34.13,-0.01,3.98,0.00,0.00,3.98
1057000,34.19,0.00,3.98,-0.20,0.00,3.98
1057500,34.19,0.00,3.99,-0.20,0.00,3.99
1058000,34.19,0.00,3.98,-0.30,0.00,3.98
1058500,34.13,-0.02,3.98,-0.10,0.00,3.98
1059000,34.13,-0.02,3.99,0.00,0.00,3.99
1059500,34.19,-0.02,3.98,0.10,0.00,3.98
1060000,34.19,0.00,3.99,-0.20,0.00,3.99
1060500,34.19,-0.01,3.98,0.00,0.00,3.98
1061000,34.19,-0.01,3.98,-0.20,0.00,3.98
1061500,34.13,-0.02,3.98,-0.10,0.00,3.98
1062000,34.19,-0.02,3.98,-0.30,0.00,3.98
1062500,34.19,-0.01,3.98,-0.40,0.00,3.98
1063000,34.19,-0.02,3.98,-0.10,0.00,3.98
1063500,34.19,-0.03,3.98,-0.10,0.00,3.98
1064000,34.13,-0.01,3.99,-0.20,0.00,3.99
1064500,34.19,-0.04,3.99,0.00,0.00,3.99
1065000,34.19,-0.01,3.99,-0.10,0.00,3.99
1065500,34.19,-0.04,3.98,-0.10,0.00,3.98
1066000,34.19,-0.02,3.98,0.00,0.00,3.98
1066500,34.13,0.01,3.98,0.00,0.00,3.98
1067000,34.19,-0.02,3.98,0.10,0.00,3.98
1067500,34.19,0.01,3.99,-0.10,0.00,3.99
1068000,34.19,-0.01,3.99,-0.10,0.00,3.99
1068500,34.19,-0.01,3.99,0.10,0.00,3.99
1069000,34.13,-0.02,3.99,0.00,0.00,3.99
1069500,34.19,-0.02,3.98,0.00,0.00,3.98
1070000,34.19,-0.02,3.98,-0.20,0.00,3.98
1070500,34.19,0.01,3.98,0.10,0.00,3.98
1071000,34.19,-0.02,3.98,0.00,0.00,3.98
1071500,34.19,-0.01,3.98,0.10,0.00,3.98
1072000,34.19,-0.01,3.99,-0.20,0.00,3.99
1072500,34.25,-0.01,3.98,-0.10,0.00,3.98
1073000,34.25,-0.01,3.98,-0.20,0.00,3.98
1073500,34.25,-0.02,3.99,-0.20,0.00,3.99
1074000,34.25,-0.03,3.98,-0.10,0.00,3.98
1074500,34.25,0.00,3.98,-0.10,0.00,3.98
1075000,34.25,-0.02,3.98,-0.20,0.00,3.98
1075500,34.25,0.00,3.98,-0.20,0.00,3.98
1076000,34.25,-0.02,3.98,-0.20,0.00,3.98
1076500,34.25,0.00,3.98,0.00,0.00,3.98
1077000,34.25,0.00,3.98,0.10,0.00,3.98
1077500,34.31,-0.01,3.98,-0.20,0.00,3.98
1078000,34.31,-0.03,3.98,-0.20,0.00,3.98
1078500,34.31,0.01,3.98,0.00,0.00,3.98
1079000,34.25,-0.01,3.98,0.00,0.00,3.98
1079500,34.25,-0.01,3.99,0.00,0.00,3.99
1080000,34.25,-0.04,3.98,-0.30,4.00,3.98
1080500,34.31,0.00,3.98,0.20,0.00,3.98
1081000,34.31,0.01,3.99,-0.10,0.00,3.99
1081500,34.31,0.01,3.98,-0.30,0.00,3.98
1082000,34.31,0.00,3.98,-0.30,0.00,3.98
1082500,34.25,0.03,3.99,-0.10,0.00,3.99
1083000,34.25,-0.02,3.98,0.00,0.00,3.98
1083500,34.25,-0.03,3.98,0.00,0.00,3.98
1084000,34.25,0.00,3.98,0.00,0.00,3.98
1084500,34.25,-0.02,3.98,-0.20,0.00,3.98
1085000,34.25,-0.02,3.98,-0.30,0.00,3.98
1085500,34.25,0.00,3.98,-0.10,0.00,3.98
1086000,34.25,0.01,3.98,-0.10,0.00,3.98
1086500,34.25,-0.02,3.98,-0.10,0.00,3.98
1087000,34.25,-0.04,3.99,-0.20,0.00,3.99
1087500,34.25,0.01,3.98,0.10,0.00,3.98
1088000,34.25,0.02,3.99,-0.20,0.00,3.99
1088500,34.25,-0.01,3.99,-0.30,0.00,3.99
1089000,34.25,-0.02,3.98,-0.10,0.00,3.98
1089500,34.25,-0.04,3.98,0.00,0.00,3.98
1090000,34.25,0.01,3.98,-0.20,0.00,3.98
1090500,34.25,-0.03,3.98,0.10,0.00,3.98
1091000,34.25,-0.01,3.99,0.30,0.00,3.99
1091500,34.25,-0.03,3.98,-0.30,0.00,3.98
1092000,34.25,0.00,3.98,0.10,0.00,3.98
1092500,34.25,0.01,3.99,-0.20,0.00,3.99
1093000,34.25,-0.01,3.99,-0.10,0.00,3.99
1093500,34.25,-0.01,3.99,-0.30,0.00,3.99
1094000,34.25,0.00,3.98,0.00,0.00,3.98
1094500,34.25,0.01,3.99,-0.20,0.00,3.99
1095000,34.25,0.00,3.98,0.10,0.00,3.98
1095500,34.25,-0.03,3.98,-0.20,0.00,3.98
1096000,34.25,0.00,3.98,-0.10,0.00,3.98
1096500,34.25,0.01,3.98,0.10,0.00,3.98
1097000,34.19,0.01,3.98,-0.10,0.00,3.98
1097500,34.19,-0.03,3.98,-0.40,0.00,3.98
1098000,34.25,-0.04,3.99,-0.20,0.00,3.99
1098500,34.25,-0.03,3.98,-0.20,0.00,3.98
1099000,34.19,-0.01,3.99,0.10,0.00,3.99
1099500,34.19,-0.01,3.98,-0.10,0.00,3.98
1100000,34.19,0.00,3.98,-0.20,0.00,3.98
1100500,34.19,-0.01,3.98,0.10,0.00,3.98
1101000,34.19,-0.01,3.98,-0.30,0.00,3.98
1101500,34.19,-0.01,3.98,-0.20,0.00,3.98
1102000,34.19,-0.01,3.98,0.00,0.00,3.98
1102500,34.25,-0.02,3.98,-0.10,0.00,3.98
1103000,34.19,-0.02,3.99,-0.10,0.00,3.99
1103500,34.19,-0.01,3.98,-0.10,0.00,3.98
1104000,34.19,0.00,3.98,0.10,0.00,3.98
1104500,34.25,-0.03,3.98,-0.20,0.00,3.98
1105000,34.25,-0.03,3.99,-0.30,0.00,3.99
1105500,34.25,0.01,3.99,0.00,0.00,3.99
1106000,34.25,-0.01,3.99,0.00,0.00,3.99
1106500,34.25,-0.04,3.99,-0.20,0.00,3.99
1107000,34.25,0.00,3.98,-0.20,0.00,3.98
1107500,34.25,-0.01,3.98,-0.20,0.00,3.98
1108000,34.25,0.00,3.98,-0.20,0.00,3.98
1108500,34.25,0.00,3.98,-0.20,0.00,3.98
1109000,34.25,0.00,3.99,0.10,0.00,3.99
1109500,34.25,-0.02,3.98,-0.10,0.00,3.98
1110000,34.25,-0.01,3.98,0.00,0.00,3.98
1110500,34.25,-0.01,3.98,-0.10,0.00,3.98
1111000,34.25,0.00,3.98,-0.40,0.00,3.98
1111500,34.25,-0.03,3.99,-0.10,0.00,3.99
1112000,34.25,-0.01,3.99,-0.10,0.00,3.99
1112500,34.25,-0.01,3.98,-0.20,0.00,3.98
1113000,34.25,0.01,3.98,-0.10,0.00,3.98
1113500,34.25,0.00,3.98,0.10,0.00,3.98
1114000,34.25,-0.01,3.98,0.00,0.00,3.98
1114500,34.25,-0.03,3.98,0.00,0.00,3.98
1115000,34.25,0.00,3.98,0.00,0.00,3.98
1115500,34.19,-0.04,3.98,-0.30,0.00,3.98
1116000,34.25,-0.03,3.99,-0.10,0.00,3.99
1116500,34.19,0.00,3.98,0.30,0.00,3.98
1117000,34.25,0.00,3.98,-0.30,0.00,3.98
1117500,34.19,-0.01,3.98,0.10,0.00,3.98
1118000,34.25,-0.03,3.98,-0.20,0.00,3.98
1118500,34.19,-0.02,3.98,0.10,0.00,3.98
1119000,34.19,0.00,3.99,0.10,0.00,3.99
1119500,34.25,-0.02,3.98,-0.20,0.00,3.98
1120000,34.19,0.01,3.98,-0.10,0.00,3.98
1120500,34.25,-0.02,3.98,-0.30,0.00,3.98
1121000,34.25,-0.01,3.98,-0.30,0.00,3.98
1121500,34.19,-0.01,3.98,-0.10,0.00,3.98
1122000,34.25,-0.01,3.99,0.00,0.00,3.99
1122500,34.25,0.00,3.98,0.00,0.00,3.98
1123000,34.25,-0.02,3.98,0.00,0.00,3.98
1123500,34.25,-0.03,3.98,-0.10,0.00,3.98
1124000,34.19,0.00,3.99,-0.30,0.00,3.99
1124500,34.25,-0.03,3.98,-0.40,0.00,3.98
1125000,34.19,-0.02,3.98,0.00,0.00,3.98
1125500,34.19,0.01,3.99,0.00,0.00,3.99
1126000,34.19,0.01,3.99,-0.20,0.00,3.99
1126500,34.19,0.00,3.98,0.00,0.00,3.98
1127000,34.19,-0.03,3.98,0.10,0.00,3.98
1127500,34.19,-0.01,3.98,0.30,0.00,3.98
